,file_name,ch,strain,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite
6749,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,275,250,4,6.25
6750,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,10031,8552,207,7.144927536231884
6751,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,113,109,1,4.0
6752,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,8,8,0,
6753,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,1,1,0,
6754,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,12,12,0,
6755,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,558,502,11,5.090909090909091
6756,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,17,17,0,
6757,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,0,0,0,
6758,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,6,6,0,
6759,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,9,9,0,
6760,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,1,1,0,
6761,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,62,53,2,4.5
6762,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,15,15,0,
6763,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6764,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,0,0,0,
6765,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,0,0,0,
6766,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,7,7,0,
6767,CoV-FISH-10_Vero_8h_Vic_INF_R1_00017_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,3,3,0,
6768,CoV-FISH-10_Vero_8h_Vic_INF_R1_00018_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,16,16,0,
6769,CoV-FISH-10_Vero_8h_Vic_INF_R1_00018_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,56,51,1,5.0
6770,CoV-FISH-10_Vero_8h_Vic_INF_R1_00018_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6771,CoV-FISH-10_Vero_8h_Vic_INF_R1_00018_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,0,0,0,
6772,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,996,869,15,8.466666666666667
6773,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,309,270,4,9.75
6774,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,0,0,0,
6775,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,3752,3295,45,10.155555555555555
6776,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,5,5,0,
6777,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,50,50,0,
6778,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,18,12,1,6.0
6779,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,0,0,0,
6780,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,133,119,2,7.0
6781,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,2,2,0,
6782,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,249,156,11,8.454545454545455
6783,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,78,57,4,5.25
6784,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,3,3,0,
6785,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,196,128,10,6.8
6786,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,15,15,0,
6787,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,9,9,0,
6788,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_6.npz,ORFN,Victoria,8,Untreated,52,43,1,9.0
6789,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_7.npz,ORFN,Victoria,8,Untreated,14,14,0,
6790,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch3_results_cell_8.npz,ORFN,Victoria,8,Untreated,3515,3012,58,8.672413793103448
6791,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,11,11,0,
6792,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,3,3,0,
6793,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,0,0,0,
6794,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,37,28,2,4.5
6795,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,1,1,0,
6796,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,1,1,0,
6797,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_6.npz,gRNA,Victoria,8,Untreated,5,5,0,
6798,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_7.npz,gRNA,Victoria,8,Untreated,1,1,0,
6799,CoV-FISH-10_Vero_8h_Vic_INF_R1_00020_ch4_results_cell_8.npz,gRNA,Victoria,8,Untreated,175,160,3,5.0
6800,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,0,0,0,
6801,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,119,110,1,9.0
6802,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,4,4,0,
6803,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,15,15,0,
6804,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,1130,969,13,12.384615384615385
6805,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,860,718,15,9.466666666666667
6806,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_6.npz,ORFN,Victoria,8,Untreated,4832,4252,96,6.041666666666667
6807,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_7.npz,ORFN,Victoria,8,Untreated,20,12,2,4.0
6808,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_8.npz,ORFN,Victoria,8,Untreated,49,29,2,10.0
6809,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6810,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,3,3,0,
6811,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,0,0,0,
6812,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,1,1,0,
6813,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,26,26,0,
6814,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,46,42,1,4.0
6815,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_6.npz,gRNA,Victoria,8,Untreated,276,264,2,6.0
6816,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_7.npz,gRNA,Victoria,8,Untreated,2,2,0,
6817,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch4_results_cell_8.npz,gRNA,Victoria,8,Untreated,6,6,0,
6818,CoV-FISH-10_Vero_8h_Vic_INF_R1_00022_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,42,42,0,
6819,CoV-FISH-10_Vero_8h_Vic_INF_R1_00022_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,2641,2568,10,7.3
6820,CoV-FISH-10_Vero_8h_Vic_INF_R1_00022_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,4,4,0,
6821,CoV-FISH-10_Vero_8h_Vic_INF_R1_00022_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,45,35,1,10.0
6822,CoV-FISH-10_Vero_8h_Vic_INF_R1_00022_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6823,CoV-FISH-10_Vero_8h_Vic_INF_R1_00022_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,206,184,4,5.5
6824,CoV-FISH-10_Vero_8h_Vic_INF_R1_00022_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,0,0,0,
6825,CoV-FISH-10_Vero_8h_Vic_INF_R1_00022_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,15,15,0,
6826,CoV-FISH-10_Vero_8h_Vic_INF_R1_00023_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,7581,6801,92,8.478260869565217
6827,CoV-FISH-10_Vero_8h_Vic_INF_R1_00023_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,358,307,9,5.666666666666667
6828,CoV-FISH-10_Vero_8h_Vic_INF_R1_00024_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,9858,8412,226,6.398230088495575
6829,CoV-FISH-10_Vero_8h_Vic_INF_R1_00024_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,1,1,0,
6830,CoV-FISH-10_Vero_8h_Vic_INF_R1_00024_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,50,44,1,6.0
6831,CoV-FISH-10_Vero_8h_Vic_INF_R1_00024_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,3361,3023,37,9.135135135135135
6832,CoV-FISH-10_Vero_8h_Vic_INF_R1_00024_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,237,220,4,4.25
6833,CoV-FISH-10_Vero_8h_Vic_INF_R1_00024_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,0,0,0,
6834,CoV-FISH-10_Vero_8h_Vic_INF_R1_00024_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,12,12,0,
6835,CoV-FISH-10_Vero_8h_Vic_INF_R1_00024_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,133,125,2,4.0
6836,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,15747,9458,581,10.824440619621342
6837,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,377,252,8,15.625
6838,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,613,482,18,7.277777777777778
6839,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,37,37,0,
6840,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,5538,5112,48,8.875
6841,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,12582,8298,356,12.03370786516854
6842,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,233,201,5,6.4
6843,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,283,270,1,13.0
6844,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,37,37,0,
6845,CoV-FISH-10_Vero_8h_Vic_INF_R2_00001_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,2571,1988,50,11.66
6846,CoV-FISH-10_Vero_8h_Vic_INF_R2_00002_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,11,11,0,
6847,CoV-FISH-10_Vero_8h_Vic_INF_R2_00002_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,340,258,8,10.25
6848,CoV-FISH-10_Vero_8h_Vic_INF_R2_00002_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,26,26,0,
6849,CoV-FISH-10_Vero_8h_Vic_INF_R2_00002_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,34,34,0,
6850,CoV-FISH-10_Vero_8h_Vic_INF_R2_00002_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,470,285,5,37.0
6851,CoV-FISH-10_Vero_8h_Vic_INF_R2_00002_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,69,63,1,6.0
6852,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,15749,9810,576,10.31076388888889
6853,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,4360,4136,31,7.225806451612903
6854,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,73,73,0,
6855,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,40,40,0,
6856,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,12249,10557,149,11.355704697986576
6857,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,18435,11223,612,11.784313725490197
6858,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,947,771,25,7.04
6859,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,60,60,0,
6860,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,78,70,1,8.0
6861,CoV-FISH-10_Vero_8h_Vic_INF_R2_00003_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,5828,4645,76,15.56578947368421
6862,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,147,147,0,
6863,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,41,41,0,
6864,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,819,799,5,4.0
6865,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,1176,1116,13,4.615384615384615
6866,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,29778,20721,757,11.964332892998678
6867,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,78,64,2,7.0
6868,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,32,32,0,
6869,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,281,277,1,4.0
6870,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,517,463,8,6.75
6871,CoV-FISH-10_Vero_8h_Vic_INF_R2_00004_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,36324,22995,779,17.110397946084724
6872,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,13,13,0,
6873,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,6,6,0,
6874,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,74,74,0,
6875,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,308,281,5,5.4
6876,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,3557,2885,95,7.073684210526316
6877,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,92,92,0,
6878,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_6.npz,ORFN,Victoria,8,Untreated,38,38,0,
6879,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_7.npz,ORFN,Victoria,8,Untreated,228,228,0,
6880,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch3_results_cell_8.npz,ORFN,Victoria,8,Untreated,5850,4776,157,6.840764331210191
6881,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,13,13,0,
6882,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,19,19,0,
6883,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,93,86,1,7.0
6884,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,699,625,13,5.6923076923076925
6885,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,7206,4663,235,10.821276595744681
6886,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,92,92,0,
6887,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_6.npz,gRNA,Victoria,8,Untreated,51,51,0,
6888,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_7.npz,gRNA,Victoria,8,Untreated,138,133,1,5.0
6889,CoV-FISH-10_Vero_8h_Vic_INF_R2_00005_ch4_results_cell_8.npz,gRNA,Victoria,8,Untreated,11279,7627,421,8.67458432304038
6890,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,30,30,0,
6891,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,9,9,0,
6892,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,38,38,0,
6893,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,1781,1067,63,11.333333333333334
6894,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,529,529,0,
6895,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,35,35,0,
6896,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch3_results_cell_6.npz,ORFN,Victoria,8,Untreated,9,9,0,
6897,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,19,19,0,
6898,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,19,19,0,
6899,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,40,40,0,
6900,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,1047,873,30,5.8
6901,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,137,133,1,4.0
6902,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,98,98,0,
6903,CoV-FISH-10_Vero_8h_Vic_INF_R2_00006_ch4_results_cell_6.npz,gRNA,Victoria,8,Untreated,21,21,0,
6904,CoV-FISH-10_Vero_8h_Vic_INF_R2_00007_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,154,143,2,5.5
6905,CoV-FISH-10_Vero_8h_Vic_INF_R2_00007_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,140,133,1,7.0
6906,CoV-FISH-10_Vero_8h_Vic_INF_R2_00007_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,92,83,2,4.5
6907,CoV-FISH-10_Vero_8h_Vic_INF_R2_00007_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,9803,8474,178,7.466292134831461
6908,CoV-FISH-10_Vero_8h_Vic_INF_R2_00007_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,133,133,0,
6909,CoV-FISH-10_Vero_8h_Vic_INF_R2_00007_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,101,101,0,
6910,CoV-FISH-10_Vero_8h_Vic_INF_R2_00007_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,134,125,2,4.5
6911,CoV-FISH-10_Vero_8h_Vic_INF_R2_00007_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,13520,9257,299,14.25752508361204
6912,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,88,70,4,4.5
6913,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,5461,3996,184,7.961956521739131
6914,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,632,516,22,5.2727272727272725
6915,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,4984,4276,57,12.421052631578947
6916,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,7744,5757,259,7.671814671814672
6917,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,405,208,10,19.7
6918,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,9393,6106,259,12.691119691119692
6919,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,948,705,33,7.363636363636363
6920,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,4856,3389,78,18.807692307692307
6921,CoV-FISH-10_Vero_8h_Vic_INF_R2_00008_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,15386,9696,412,13.810679611650485
6922,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,349,281,11,6.181818181818182
6923,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,9706,7324,308,7.733766233766234
6924,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,35,35,0,
6925,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,9,9,0,
6926,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,3005,2260,76,9.802631578947368
6927,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,235,231,1,4.0
6928,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,12118,8116,343,11.667638483965014
6929,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,65,61,1,4.0
6930,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,11,11,0,
6931,CoV-FISH-10_Vero_8h_Vic_INF_R2_00009_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,10073,6017,293,13.843003412969283
6932,CoV-FISH-10_Vero_8h_Vic_INF_R2_00010_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,13,13,0,
6933,CoV-FISH-10_Vero_8h_Vic_INF_R2_00010_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,39,35,1,4.0
6934,CoV-FISH-10_Vero_8h_Vic_INF_R2_00010_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,7514,6220,111,11.657657657657658
6935,CoV-FISH-10_Vero_8h_Vic_INF_R2_00010_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,30,30,0,
6936,CoV-FISH-10_Vero_8h_Vic_INF_R2_00010_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,8547,5870,317,8.444794952681388
