,file_name,strain,time,treatment,ch3_total_vRNAs,ch3_cytosolic_RNAs,ch3_repSites,ch3_mol_per_repSite,ch4_total_vRNAs,ch4_cytosolic_RNAs,ch4_repSites,ch4_mol_per_repSite
4713,CoV-FISH-10_Vero_24h_Vic_INF_R2_00014_ch3_results_cell_5.npz,Vic,24,INF,7075,1391,6,947.3333333,18211,464,7,2535.285714
4617,CoV-FISH-10_Vero_24h_Vic_INF_R2_00007_ch3_results_cell_5.npz,Vic,24,INF,37484,721,22,1671.045455,16296,876,5,3084
4866,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_4.npz,Vic,24,INF,3144,1261,6,313.8333333,15737,313,9,1713.777778
4797,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_1.npz,Vic,24,INF,3385,624,11,251,15355,874,36,402.25
5096,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00004_ch3_results_cell_4.npz,Vic,24,RDV,33450,5564,66,422.5151515,12510,2714,59,166.0338983
5189,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00011_ch3_results_cell_1.npz,Vic,24,RDV,90625,8680,384,213.3984375,12355,3655,93,93.5483871
4838,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_4.npz,Vic,24,INF,7088,279,12,567.4166667,12233,336,11,1081.545455
4853,CoV-FISH-10_Vero_24h_Vic_INF_R3_00009_ch3_results_cell_1.npz,Vic,24,INF,15476,492,12,1248.666667,11632,505,5,2225.4
4770,CoV-FISH-10_Vero_24h_Vic_INF_R3_00003_ch3_results_cell_4.npz,Vic,24,INF,49489,926,27,1798.62963,11477,656,5,2164.2
4869,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_7.npz,Vic,24,INF,3284,806,3,826,10673,820,6,1642.166667
4840,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_6.npz,Vic,24,INF,5007,339,6,778,9971,309,8,1207.75
4744,CoV-FISH-10_Vero_24h_Vic_INF_R3_00001_ch3_results_cell_6.npz,Vic,24,INF,16984,224,8,2095,9883,313,3,3190
4646,CoV-FISH-10_Vero_24h_Vic_INF_R2_00010_ch3_results_cell_0.npz,Vic,24,INF,917,178,1,739,8868,319,4,2137.25
4771,CoV-FISH-10_Vero_24h_Vic_INF_R3_00003_ch3_results_cell_5.npz,Vic,24,INF,22525,288,11,2021.545455,8290,206,3,2694.666667
4867,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_5.npz,Vic,24,INF,2563,448,5,423,8070,688,7,1054.571429
4605,CoV-FISH-10_Vero_24h_Vic_INF_R2_00006_ch3_results_cell_1.npz,Vic,24,INF,6028,564,13,420.3076923,8037,648,11,671.7272727
4864,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_2.npz,Vic,24,INF,1442,1436,1,6,7309,332,4,1744.25
4835,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_1.npz,Vic,24,INF,8845,327,10,851.8,7266,372,7,984.8571429
4909,CoV-FISH-10_Vero_24h_Vic_INF_R3_00014_ch3_results_cell_3.npz,Vic,24,INF,5659,500,10,515.9,6984,671,5,1262.6
4694,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_6.npz,Vic,24,INF,9013,244,10,876.9,6910,349,2,3280.5
4741,CoV-FISH-10_Vero_24h_Vic_INF_R3_00001_ch3_results_cell_3.npz,Vic,24,INF,10452,255,11,927,6872,282,3,2196.666667
4658,CoV-FISH-10_Vero_24h_Vic_INF_R2_00011_ch3_results_cell_0.npz,Vic,24,INF,22504,421,15,1472.2,6582,413,3,2056.333333
4592,CoV-FISH-10_Vero_24h_Vic_INF_R2_00005_ch3_results_cell_4.npz,Vic,24,INF,6160,491,14,404.9285714,6334,529,10,580.5
5153,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00008_ch3_results_cell_5.npz,Vic,24,RDV,12728,6344,98,65.14285714,6185,2251,72,54.63888889
4595,CoV-FISH-10_Vero_24h_Vic_INF_R2_00005_ch3_results_cell_7.npz,Vic,24,INF,931,124,2,403.5,5903,331,9,619.1111111
4839,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_5.npz,Vic,24,INF,8415,357,10,805.8,5858,295,4,1390.75
4539,CoV-FISH-10_Vero_24h_Vic_INF_R2_00001_ch3_results_cell_1.npz,Vic,24,INF,2984,229,5,551,5553,257,2,2648
5177,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00010_ch3_results_cell_3.npz,Vic,24,RDV,10538,3883,15,443.6666667,5362,970,26,168.9230769
4591,CoV-FISH-10_Vero_24h_Vic_INF_R2_00005_ch3_results_cell_3.npz,Vic,24,INF,726,361,2,182.5,5275,309,8,620.75
5188,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00011_ch3_results_cell_0.npz,Vic,24,RDV,10163,2554,21,362.3333333,5246,1171,39,104.4871795
4575,CoV-FISH-10_Vero_24h_Vic_INF_R2_00004_ch3_results_cell_3.npz,Vic,24,INF,355,355,0,,4732,115,1,4617
4723,CoV-FISH-10_Vero_24h_Vic_INF_R2_00015_ch3_results_cell_1.npz,Vic,24,INF,904,766,5,27.6,4049,202,1,3847
4983,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005_ch3_results_cell_1.npz,Vic,24,RDV,1002,318,1,684,4022,302,14,265.7142857
4691,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_3.npz,Vic,24,INF,1566,274,1,1292,3582,228,1,3354
4664,CoV-FISH-10_Vero_24h_Vic_INF_R2_00011_ch3_results_cell_6.npz,Vic,24,INF,9924,346,5,1915.6,3464,370,2,1547
4783,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_5.npz,Vic,24,INF,1536,643,1,893,3447,602,2,1422.5
4767,CoV-FISH-10_Vero_24h_Vic_INF_R3_00003_ch3_results_cell_1.npz,Vic,24,INF,9060,771,6,1381.5,3146,469,2,1338.5
4540,CoV-FISH-10_Vero_24h_Vic_INF_R2_00001_ch3_results_cell_2.npz,Vic,24,INF,1587,358,1,1229,3073,396,1,2677
4918,CoV-FISH-10_Vero_24h_Vic_INF_R3_00015_ch3_results_cell_0.npz,Vic,24,INF,2837,676,11,196.4545455,3065,556,6,418.1666667
5012,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007_ch3_results_cell_6.npz,Vic,24,RDV,2715,2051,34,19.52941176,2495,1315,44,26.81818182
4796,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_0.npz,Vic,24,INF,1369,211,6,193,2446,187,3,753
4982,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005_ch3_results_cell_0.npz,Vic,24,RDV,161,161,0,,2383,178,7,315
4854,CoV-FISH-10_Vero_24h_Vic_INF_R3_00009_ch3_results_cell_2.npz,Vic,24,INF,107,107,0,,2331,186,1,2145
4627,CoV-FISH-10_Vero_24h_Vic_INF_R2_00008_ch3_results_cell_1.npz,Vic,24,INF,131,131,0,,2281,438,1,1843
4924,CoV-FISH-10_Vero_24h_Vic_INF_R3_00015_ch3_results_cell_6.npz,Vic,24,INF,138,138,0,,2261,285,4,494
5131,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00006_ch3_results_cell_1.npz,Vic,24,RDV,3115,2654,20,23.05,2188,1091,32,34.28125
5117,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_8.npz,Vic,24,RDV,3316,2828,26,18.76923077,2187,1271,40,22.9
4975,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004_ch3_results_cell_3.npz,Vic,24,RDV,1014,897,6,19.5,2048,959,31,35.12903226
4757,CoV-FISH-10_Vero_24h_Vic_INF_R3_00002_ch3_results_cell_5.npz,Vic,24,INF,527,142,3,128.3333333,1860,168,2,846
4613,CoV-FISH-10_Vero_24h_Vic_INF_R2_00007_ch3_results_cell_1.npz,Vic,24,INF,6024,499,8,690.625,1851,401,1,1450
4819,CoV-FISH-10_Vero_24h_Vic_INF_R3_00006_ch3_results_cell_3.npz,Vic,24,INF,1996,729,4,316.75,1776,426,2,675
5141,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00007_ch3_results_cell_5.npz,Vic,24,RDV,1383,926,1,457,1692,532,15,77.33333333
4754,CoV-FISH-10_Vero_24h_Vic_INF_R3_00002_ch3_results_cell_2.npz,Vic,24,INF,50,50,0,,1626,133,1,1493
4574,CoV-FISH-10_Vero_24h_Vic_INF_R2_00004_ch3_results_cell_2.npz,Vic,24,INF,4552,404,12,345.6666667,1624,464,4,290
4842,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_8.npz,Vic,24,INF,116,86,1,30,1412,95,1,1317
5174,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00010_ch3_results_cell_0.npz,Vic,24,RDV,5684,472,14,372.2857143,1376,291,6,180.8333333
4829,CoV-FISH-10_Vero_24h_Vic_INF_R3_00007_ch3_results_cell_3.npz,Vic,24,INF,928,100,1,828,1357,147,1,1210
5095,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00004_ch3_results_cell_3.npz,Vic,24,RDV,516,516,0,,1295,256,7,148.4285714
4973,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004_ch3_results_cell_1.npz,Vic,24,RDV,904,739,5,33,1280,393,19,46.68421053
4922,CoV-FISH-10_Vero_24h_Vic_INF_R3_00015_ch3_results_cell_4.npz,Vic,24,INF,152,152,0,,1172,243,2,464.5
4604,CoV-FISH-10_Vero_24h_Vic_INF_R2_00006_ch3_results_cell_0.npz,Vic,24,INF,2879,186,4,673.25,1040,225,2,407.5
4920,CoV-FISH-10_Vero_24h_Vic_INF_R3_00015_ch3_results_cell_2.npz,Vic,24,INF,2918,540,13,182.9230769,865,379,2,243
5178,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00010_ch3_results_cell_4.npz,Vic,24,RDV,2186,167,5,403.8,859,154,4,176.25
4923,CoV-FISH-10_Vero_24h_Vic_INF_R3_00015_ch3_results_cell_5.npz,Vic,24,INF,157,157,0,,789,297,1,492
5138,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00007_ch3_results_cell_2.npz,Vic,24,RDV,14082,798,29,458.0689655,733,188,3,181.6666667
5000,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006_ch3_results_cell_4.npz,Vic,24,RDV,1236,892,4,86,632,254,6,63
5034,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00009_ch3_results_cell_4.npz,Vic,24,RDV,709,535,3,58,629,189,8,55
4950,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00002_ch3_results_cell_0.npz,Vic,24,RDV,110,110,0,,593,267,18,18.11111111
5179,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00010_ch3_results_cell_5.npz,Vic,24,RDV,769,169,1,600,544,179,2,182.5
5180,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00010_ch3_results_cell_6.npz,Vic,24,RDV,660,120,1,540,525,59,2,233
4607,CoV-FISH-10_Vero_24h_Vic_INF_R2_00006_ch3_results_cell_3.npz,Vic,24,INF,2606,176,5,486,459,153,1,306
5093,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00004_ch3_results_cell_1.npz,Vic,24,RDV,925,439,1,486,435,128,2,153.5
4987,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005_ch3_results_cell_5.npz,Vic,24,RDV,43,43,0,,417,72,1,345
4888,CoV-FISH-10_Vero_24h_Vic_INF_R3_00012_ch3_results_cell_0.npz,Vic,24,INF,1112,438,4,168.5,387,386,1,1
5191,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00011_ch3_results_cell_3.npz,Vic,24,RDV,905,71,2,417,380,95,4,71.25
4542,CoV-FISH-10_Vero_24h_Vic_INF_R2_00001_ch3_results_cell_4.npz,Vic,24,INF,222,222,0,,349,327,1,22
4999,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006_ch3_results_cell_3.npz,Vic,24,RDV,468,338,1,130,330,156,4,43.5
5022,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008_ch3_results_cell_2.npz,Vic,24,RDV,1139,155,2,492,329,122,3,69
4900,CoV-FISH-10_Vero_24h_Vic_INF_R3_00013_ch3_results_cell_2.npz,Vic,24,INF,200,80,1,120,306,116,4,47.5
4963,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003_ch3_results_cell_1.npz,Vic,24,RDV,195,190,3,1.666666667,298,188,10,11
5097,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00004_ch3_results_cell_5.npz,Vic,24,RDV,106,106,0,,278,54,1,224
5009,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007_ch3_results_cell_3.npz,Vic,24,RDV,1681,1520,5,32.2,257,206,1,51
4899,CoV-FISH-10_Vero_24h_Vic_INF_R3_00013_ch3_results_cell_1.npz,Vic,24,INF,426,83,3,114.3333333,242,133,3,36.33333333
4901,CoV-FISH-10_Vero_24h_Vic_INF_R3_00013_ch3_results_cell_3.npz,Vic,24,INF,229,117,1,112,237,205,1,32
4651,CoV-FISH-10_Vero_24h_Vic_INF_R2_00010_ch3_results_cell_5.npz,Vic,24,INF,1434,170,1,1264,214,214,0,
4676,CoV-FISH-10_Vero_24h_Vic_INF_R2_00012_ch3_results_cell_4.npz,Vic,24,INF,119,119,0,,210,210,0,
5176,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00010_ch3_results_cell_2.npz,Vic,24,RDV,551,551,0,,206,84,1,122
4661,CoV-FISH-10_Vero_24h_Vic_INF_R2_00011_ch3_results_cell_3.npz,Vic,24,INF,404,398,1,6,206,206,0,
4576,CoV-FISH-10_Vero_24h_Vic_INF_R2_00004_ch3_results_cell_4.npz,Vic,24,INF,327,327,0,,206,206,0,
4786,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_8.npz,Vic,24,INF,2346,350,2,998,197,196,1,1
4781,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_3.npz,Vic,24,INF,151,151,0,,188,188,0,
4563,CoV-FISH-10_Vero_24h_Vic_INF_R2_00003_ch3_results_cell_3.npz,Vic,24,INF,248,210,1,38,185,185,0,
4865,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_3.npz,Vic,24,INF,2087,141,3,648.6666667,184,184,0,
4785,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_7.npz,Vic,24,INF,146,146,0,,178,178,0,
5114,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_5.npz,Vic,24,RDV,73,48,1,25,156,89,2,33.5
4649,CoV-FISH-10_Vero_24h_Vic_INF_R2_00010_ch3_results_cell_3.npz,Vic,24,INF,80,80,0,,155,155,0,
4921,CoV-FISH-10_Vero_24h_Vic_INF_R3_00015_ch3_results_cell_3.npz,Vic,24,INF,169,169,0,,152,152,0,
4852,CoV-FISH-10_Vero_24h_Vic_INF_R3_00009_ch3_results_cell_0.npz,Vic,24,INF,119,119,0,,150,150,0,
5164,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00009_ch3_results_cell_4.npz,Vic,24,RDV,447,447,0,,149,125,3,8
4953,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00002_ch3_results_cell_3.npz,Vic,24,RDV,22,22,0,,149,63,5,17.2
5078,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00002_ch3_results_cell_4.npz,Vic,24,RDV,99,99,0,,145,142,2,1.5
4648,CoV-FISH-10_Vero_24h_Vic_INF_R2_00010_ch3_results_cell_2.npz,Vic,24,INF,89,89,0,,136,136,0,
5132,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00006_ch3_results_cell_2.npz,Vic,24,RDV,532,526,1,6,130,103,2,13.5
5110,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_1.npz,Vic,24,RDV,293,124,5,33.8,130,91,1,39
4820,CoV-FISH-10_Vero_24h_Vic_INF_R3_00006_ch3_results_cell_4.npz,Vic,24,INF,73,73,0,,130,130,0,
4679,CoV-FISH-10_Vero_24h_Vic_INF_R2_00012_ch3_results_cell_7.npz,Vic,24,INF,65,65,0,,128,128,0,
5116,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_7.npz,Vic,24,RDV,102,59,3,14.33333333,126,126,1,0
4856,CoV-FISH-10_Vero_24h_Vic_INF_R3_00009_ch3_results_cell_4.npz,Vic,24,INF,88,88,0,,124,124,0,
5111,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_2.npz,Vic,24,RDV,73,37,1,36,120,76,1,44
4799,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_3.npz,Vic,24,INF,58,58,0,,120,120,0,
4911,CoV-FISH-10_Vero_24h_Vic_INF_R3_00014_ch3_results_cell_5.npz,Vic,24,INF,68,68,0,,113,113,0,
4818,CoV-FISH-10_Vero_24h_Vic_INF_R3_00006_ch3_results_cell_2.npz,Vic,24,INF,85,85,0,,109,109,0,
5007,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007_ch3_results_cell_1.npz,Vic,24,RDV,34,34,0,,107,60,3,15.66666667
4565,CoV-FISH-10_Vero_24h_Vic_INF_R2_00003_ch3_results_cell_5.npz,Vic,24,INF,60,60,0,,104,104,0,
5139,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00007_ch3_results_cell_3.npz,Vic,24,RDV,535,535,0,,102,102,0,
5113,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_4.npz,Vic,24,RDV,529,525,1,4,102,101,1,1
4755,CoV-FISH-10_Vero_24h_Vic_INF_R3_00002_ch3_results_cell_3.npz,Vic,24,INF,76,76,0,,101,101,0,
4692,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_4.npz,Vic,24,INF,31,31,0,,100,100,0,
5055,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00011_ch3_results_cell_5.npz,Vic,24,RDV,13,13,0,,98,20,1,78
4805,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_9.npz,Vic,24,INF,53,53,0,,96,96,0,
4868,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_6.npz,Vic,24,INF,96,96,0,,89,89,0,
5092,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00004_ch3_results_cell_0.npz,Vic,24,RDV,545,106,1,439,88,88,0,
4898,CoV-FISH-10_Vero_24h_Vic_INF_R3_00013_ch3_results_cell_0.npz,Vic,24,INF,23,23,0,,88,30,1,58
4939,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00001_ch3_results_cell_7.npz,Vic,24,RDV,235,190,9,5,86,74,3,4
4588,CoV-FISH-10_Vero_24h_Vic_INF_R2_00005_ch3_results_cell_0.npz,Vic,24,INF,139,139,0,,84,84,0,
5068,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00001_ch3_results_cell_2.npz,Vic,24,RDV,1219,67,2,576,83,83,0,
4985,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005_ch3_results_cell_3.npz,Vic,24,RDV,19,19,0,,81,37,1,44
4594,CoV-FISH-10_Vero_24h_Vic_INF_R2_00005_ch3_results_cell_6.npz,Vic,24,INF,50,50,0,,75,75,0,
5140,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00007_ch3_results_cell_4.npz,Vic,24,RDV,40,40,0,,75,75,0,
5190,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00011_ch3_results_cell_2.npz,Vic,24,RDV,33,33,0,,75,75,0,
4769,CoV-FISH-10_Vero_24h_Vic_INF_R3_00003_ch3_results_cell_3.npz,Vic,24,INF,69,69,0,,71,71,0,
4543,CoV-FISH-10_Vero_24h_Vic_INF_R2_00001_ch3_results_cell_5.npz,Vic,24,INF,45,45,0,,71,71,0,
5075,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00002_ch3_results_cell_1.npz,Vic,24,RDV,121,121,0,,68,61,2,3.5
5011,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007_ch3_results_cell_5.npz,Vic,24,RDV,107,107,0,,64,64,0,
4955,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00002_ch3_results_cell_5.npz,Vic,24,RDV,50,50,0,,64,28,1,36
4828,CoV-FISH-10_Vero_24h_Vic_INF_R3_00007_ch3_results_cell_2.npz,Vic,24,INF,55,55,0,,61,61,0,
4752,CoV-FISH-10_Vero_24h_Vic_INF_R3_00002_ch3_results_cell_0.npz,Vic,24,INF,48,48,0,,61,61,0,
4784,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_6.npz,Vic,24,INF,39,39,0,,58,58,0,
4804,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_8.npz,Vic,24,INF,325,45,1,280,56,56,0,
5109,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_10.npz,Vic,24,RDV,22,22,0,,54,34,1,20
4802,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_6.npz,Vic,24,INF,25,25,0,,52,52,0,
5054,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00011_ch3_results_cell_4.npz,Vic,24,RDV,134,77,1,57,51,51,0,
5069,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00001_ch3_results_cell_3.npz,Vic,24,RDV,1338,58,2,640,49,49,0,
5162,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00009_ch3_results_cell_2.npz,Vic,24,RDV,51,48,1,3,45,45,0,
4753,CoV-FISH-10_Vero_24h_Vic_INF_R3_00002_ch3_results_cell_1.npz,Vic,24,INF,21,21,0,,43,43,0,
4988,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005_ch3_results_cell_6.npz,Vic,24,RDV,733,42,1,691,42,42,0,
5079,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00002_ch3_results_cell_5.npz,Vic,24,RDV,49,34,1,15,42,42,1,0
4841,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_7.npz,Vic,24,INF,28,28,0,,41,41,0,
4965,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003_ch3_results_cell_3.npz,Vic,24,RDV,8,8,0,,41,26,1,15
5023,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008_ch3_results_cell_3.npz,Vic,24,RDV,325,25,1,300,40,40,0,
4800,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_4.npz,Vic,24,INF,12,12,0,,40,40,0,
5010,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007_ch3_results_cell_4.npz,Vic,24,RDV,79,39,1,40,39,39,0,
5099,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00004_ch3_results_cell_7.npz,Vic,24,RDV,27,27,0,,38,38,0,
4756,CoV-FISH-10_Vero_24h_Vic_INF_R3_00002_ch3_results_cell_4.npz,Vic,24,INF,30,30,0,,36,36,0,
5137,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00007_ch3_results_cell_1.npz,Vic,24,RDV,27,27,0,,35,35,0,
5115,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_6.npz,Vic,24,RDV,20,20,0,,35,35,0,
4798,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_2.npz,Vic,24,INF,13,13,0,,35,35,0,
5067,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00001_ch3_results_cell_1.npz,Vic,24,RDV,28,28,0,,33,33,0,
4826,CoV-FISH-10_Vero_24h_Vic_INF_R3_00007_ch3_results_cell_0.npz,Vic,24,INF,12,12,0,,33,33,0,
4870,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_8.npz,Vic,24,INF,50,50,0,,32,32,0,
4940,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00001_ch3_results_cell_8.npz,Vic,24,RDV,29,29,0,,30,30,0,
5165,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00009_ch3_results_cell_5.npz,Vic,24,RDV,14,14,0,,30,30,0,
5077,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00002_ch3_results_cell_3.npz,Vic,24,RDV,60,46,1,14,29,29,0,
5056,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00011_ch3_results_cell_6.npz,Vic,24,RDV,15,15,0,,28,28,0,
5021,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008_ch3_results_cell_1.npz,Vic,24,RDV,8,8,0,,27,27,0,
5152,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00008_ch3_results_cell_4.npz,Vic,24,RDV,114,90,2,12,26,26,0,
4714,CoV-FISH-10_Vero_24h_Vic_INF_R2_00014_ch3_results_cell_6.npz,Vic,24,INF,54,54,0,,24,24,0,
4951,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00002_ch3_results_cell_1.npz,Vic,24,RDV,17,17,0,,22,22,0,
5118,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_9.npz,Vic,24,RDV,18,18,0,,21,21,0,
4938,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00001_ch3_results_cell_6.npz,Vic,24,RDV,12,12,0,,21,21,0,
4974,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004_ch3_results_cell_2.npz,Vic,24,RDV,19,19,0,,20,20,0,
5057,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00011_ch3_results_cell_7.npz,Vic,24,RDV,54,17,1,37,19,19,0,
5163,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00009_ch3_results_cell_3.npz,Vic,24,RDV,25,25,0,,19,19,0,
4729,CoV-FISH-10_Vero_24h_Vic_INF_R2_00015_ch3_results_cell_7.npz,Vic,24,INF,22,22,0,,19,19,0,
5090,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00003_ch3_results_cell_0.npz,Vic,24,RDV,10,10,0,,19,18,1,1
5076,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00002_ch3_results_cell_2.npz,Vic,24,RDV,53,32,2,10.5,18,18,0,
4936,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00001_ch3_results_cell_4.npz,Vic,24,RDV,10,10,0,,18,18,0,
5166,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00009_ch3_results_cell_6.npz,Vic,24,RDV,11,11,0,,17,10,1,7
4766,CoV-FISH-10_Vero_24h_Vic_INF_R3_00003_ch3_results_cell_0.npz,Vic,24,INF,10,10,0,,17,17,0,
5112,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_3.npz,Vic,24,RDV,78,25,2,26.5,14,14,0,
5074,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00002_ch3_results_cell_0.npz,Vic,24,RDV,57,23,2,17,14,14,0,
5161,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00009_ch3_results_cell_1.npz,Vic,24,RDV,28,28,0,,14,14,0,
5008,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007_ch3_results_cell_2.npz,Vic,24,RDV,93,51,1,42,13,13,0,
5151,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00008_ch3_results_cell_3.npz,Vic,24,RDV,115,7,1,108,12,12,0,
5108,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00005_ch3_results_cell_0.npz,Vic,24,RDV,16,16,0,,12,12,0,
4976,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004_ch3_results_cell_4.npz,Vic,24,RDV,13,13,0,,12,12,0,
